Date : 2024-07-28 15:46:46
Directory : c:\Users\admin\source\repos\Silerium_laravel
Total : 219 files,  20092 codes, 1564 comments, 980 blanks, all 22636 lines

Languages
+------------+------------+------------+------------+------------+------------+
| language   | files      | code       | comment    | blank      | total      |
| app\Http\Controllers\User                                                                                |          4 |        289 |          6 |         22 |        317 |
| app\Http\Middleware                                                                                      |         10 |        124 |         70 |         43 |        237 |
| app\Http\Requests                                                                                        |          3 |         66 |         30 |         15 |        111 |
| app\Http\Resources                                                                                       |          5 |         62 |         30 |         20 |        112 |
| app\Http\Resources\V1                                                                                    |          5 |         62 |         30 |         20 |        112 |
| app\Models                                                                                               |         11 |        297 |         16 |         54 |        367 |
| app\Providers                                                                                            |         16 |        310 |        178 |         85 |        573 |
| app\Services                                                                                             |         13 |        376 |          9 |         32 |        417 |
| app\View                                                                                                 |          9 |        141 |         83 |         45 |        269 |
| app\View\Components                                                                                      |          9 |        141 |         83 |         45 |        269 |
| bootstrap                                                                                                |          1 |         17 |         30 |          9 |         56 |
| config                                                                                                   |         15 |        566 |        733 |        237 |      1,536 |
| database                                                                                                 |         12 |        574 |         85 |         50 |        709 |
| database\factories                                                                                       |          3 |         58 |         29 |         13 |        100 |
| database\migrations                                                                                      |          3 |        133 |         30 |         14 |        177 |
| database\schema                                                                                          |          1 |        277 |          0 |          3 |        280 |
| database\seeders                                                                                         |          5 |        106 |         26 |         20 |        152 |
| lang                                                                                                     |          7 |        685 |         60 |         33 |        778 |
| lang\en                                                                                                  |          4 |        165 |         60 |         24 |        249 |
| lang\ru                                                                                                  |          3 |        520 |          0 |          9 |        529 |
| public                                                                                                   |          2 |         86 |         30 |         29 |        145 |
| public (Files)                                                                                           |          1 |         14 |         30 |         12 |         56 |
| public\css                                                                                               |          1 |         72 |          0 |         17 |         89 |
| resources                                                                                                |         51 |      2,451 |         24 |        105 |      2,580 |
| resources\css                                                                                            |          1 |          2 |          0 |          0 |          2 |
| resources\js                                                                                             |          2 |         13 |         23 |          8 |         44 |
| resources\views                                                                                          |         48 |      2,436 |          1 |         97 |      2,534 |
| resources\views (Files)                                                                                  |          3 |        113 |          0 |          3 |        116 |
| resources\views\admin                                                                                    |         14 |        728 |          0 |         28 |        756 |
| resources\views\admin (Files)                                                                            |          3 |        107 |          0 |          5 |        112 |
| resources\views\admin\products                                                                           |          5 |        372 |          0 |         10 |        382 |
| resources\views\admin\users                                                                              |          6 |        249 |          0 |         13 |        262 |
| resources\views\catalog                                                                                  |          3 |        237 |          1 |         11 |        249 |
| resources\views\categories                                                                               |          2 |         55 |          0 |          4 |         59 |
| resources\views\components                                                                               |          9 |        495 |          0 |         25 |        520 |
| resources\views\pagination                                                                               |          1 |         49 |          0 |          4 |         53 |
| resources\views\seller                                                                                   |          3 |         52 |          0 |          3 |         55 |
| resources\views\seller (Files)                                                                           |          1 |          6 |          0 |          0 |          6 |
| resources\views\seller\auth                                                                              |          2 |         46 |          0 |          3 |         49 |
| resources\views\user                                                                                     |         13 |        707 |          0 |         19 |        726 |
| resources\views\user (Files)                                                                             |          3 |        273 |          0 |          6 |        279 |
| resources\views\user\auth                                                                                |          5 |        202 |          0 |          9 |        211 |
| resources\views\user\orders                                                                              |          2 |         63 |          0 |          2 |         65 |
| resources\views\user\review                                                                              |          3 |        169 |          0 |          2 |        171 |
| routes                                                                                                   |          7 |        124 |         40 |         29 |        193 |
| routes (Files)                                                                                           |          2 |         11 |         20 |          8 |         39 |
| routes\api                                                                                               |          1 |         13 |         10 |          4 |         27 |
| routes\web                                                                                               |          4 |        100 |         10 |         17 |        127 |
| tests                                                                                                    |          4 |         40 |         16 |         19 |         75 |
| tests (Files)                                                                                            |          2 |         19 |          5 |         10 |         34 |
| tests\Feature                                                                                            |          1 |         11 |          6 |          5 |         22 |
| tests\Unit                                                                                               |          1 |         10 |          5 |          4 |         19 |
| vendor                                                                                                   |          2 |          7 |          2 |          1 |         10 |
| vendor\spatie                                                                                            |          2 |          7 |          2 |          1 |         10 |
| vendor\spatie\ignition                                                                                   |          2 |          7 |          2 |          1 |         10 |
| vendor\spatie\ignition\resources                                                                         |          2 |          7 |          2 |          1 |         10 |
| vendor\spatie\ignition\resources\compiled                                                                |          2 |          7 |          2 |          1 |         10 |
+----------------------------------------------------------------------------------------------------------+------------+------------+------------+------------+------------+

Files
+----------------------------------------------------------------------------------------------------------+------------+------------+------------+------------+------------+
| filename                                                                                                 | language   | code       | comment    | blank      | total      |
+----------------------------------------------------------------------------------------------------------+------------+------------+------------+------------+------------+
| c:\Users\admin\source\repos\Silerium_laravel\.osp\Apache\info-silerium.com.conf                          | Properties |          9 |          0 |          0 |          9 |
| c:\Users\admin\source\repos\Silerium_laravel\.osp\project.ini                                            | Ini        |          6 |          0 |          1 |          7 |
| c:\Users\admin\source\repos\Silerium_laravel\README.md                                                   | Markdown   |          2 |          0 |          1 |          3 |
| c:\Users\admin\source\repos\Silerium_laravel\app\ApiFilters\ApiFilter.php                                | PHP        |          9 |          0 |          4 |         13 |
| c:\Users\admin\source\repos\Silerium_laravel\app\ApiFilters\V1\ProductFilter.php                         | PHP        |         44 |          0 |          8 |         52 |
| c:\Users\admin\source\repos\Silerium_laravel\app\Console\Kernel.php                                      | PHP        |         15 |         12 |          6 |         33 |
| c:\Users\admin\source\repos\Silerium_laravel\app\Enum\OrderStatus.php                                    | PHP        |         16 |          0 |          1 |         17 |
| c:\Users\admin\source\repos\Silerium_laravel\app\Enum\OrganizationType.php                               | PHP        |          8 |          0 |          1 |          9 |
| c:\Users\admin\source\repos\Silerium_laravel\app\Enum\SortOrder.php                                      | PHP        |         11 |          0 |          1 |         12 |
| c:\Users\admin\source\repos\Silerium_laravel\app\Enum\TaxSystem.php                                      | PHP        |          8 |          0 |          1 |          9 |
| c:\Users\admin\source\repos\Silerium_laravel\app\Exceptions\Handler.php                                  | PHP        |         21 |         23 |          7 |         51 |
| c:\Users\admin\source\repos\Silerium_laravel\app\Facades\CheckUserRoleFacade.php                         | PHP        |         10 |          0 |          3 |         13 |
| c:\Users\admin\source\repos\Silerium_laravel\app\Facades\ConvertCurrencyFacade.php                       | PHP        |         10 |          0 |          3 |         13 |
| c:\Users\admin\source\repos\Silerium_laravel\app\Facades\FilterItemsFacade.php                           | PHP        |         10 |          0 |          3 |         13 |
| c:\Users\admin\source\repos\Silerium_laravel\app\Facades\ManualPaginatorFacade.php                       | PHP        |         10 |          0 |          3 |         13 |
| c:\Users\admin\source\repos\Silerium_laravel\app\Facades\OrderServiceFacade.php                          | PHP        |         10 |          0 |          3 |         13 |
| c:\Users\admin\source\repos\Silerium_laravel\app\Facades\ProductServiceFacade.php                        | PHP        |         10 |          0 |          3 |         13 |
| c:\Users\admin\source\repos\Silerium_laravel\app\Facades\ReviewServiceFacade.php                         | PHP        |         10 |          0 |          3 |         13 |
| c:\Users\admin\source\repos\Silerium_laravel\app\Facades\UserServiceFacade.php                           | PHP        |         10 |          0 |          3 |         13 |
| c:\Users\admin\source\repos\Silerium_laravel\app\Facades\ValidateEmailFacade.php                         | PHP        |         10 |          0 |          3 |         13 |
| c:\Users\admin\source\repos\Silerium_laravel\app\Facades\ValidatePasswordHashFacade.php                  | PHP        |         10 |          0 |          3 |         13 |
| c:\Users\admin\source\repos\Silerium_laravel\app\Facades\ValidatePhoneFacade.php                         | PHP        |         10 |          0 |          3 |         13 |
| c:\Users\admin\source\repos\Silerium_laravel\app\Http\Controllers\API\V1\APICategoriesController.php     | PHP        |         40 |         30 |          8 |         78 |
| c:\Users\admin\source\repos\Silerium_laravel\app\Http\Controllers\API\V1\APIHomeController.php           | PHP        |         11 |          0 |          4 |         15 |
| c:\Users\admin\source\repos\Silerium_laravel\app\Http\Controllers\API\V1\APIProductsController.php       | PHP        |         50 |          0 |          4 |         54 |
| c:\Users\admin\source\repos\Silerium_laravel\app\Http\Controllers\API\V1\APISubcategoriesController.php  | PHP        |         40 |         30 |          9 |         79 |
| c:\Users\admin\source\repos\Silerium_laravel\app\Http\Controllers\API\V1\APIUsersController.php          | PHP        |         22 |          6 |          5 |         33 |
| c:\Users\admin\source\repos\Silerium_laravel\app\Http\Controllers\Admin\AdminPanelController.php         | PHP        |         18 |          0 |          4 |         22 |
| c:\Users\admin\source\repos\Silerium_laravel\app\Http\Controllers\Admin\ProductsAdminPanelController.php | PHP        |         72 |          0 |          4 |         76 |
| c:\Users\admin\source\repos\Silerium_laravel\app\Http\Controllers\Admin\UsersAdminPanelController.php    | PHP        |         98 |          0 |          4 |        102 |
| c:\Users\admin\source\repos\Silerium_laravel\app\Http\Controllers\Controller.php                         | PHP        |         10 |          0 |          4 |         14 |
| c:\Users\admin\source\repos\Silerium_laravel\app\Http\Controllers\FallbackController.php                 | PHP        |         10 |          0 |          4 |         14 |
| c:\Users\admin\source\repos\Silerium_laravel\app\Http\Controllers\HomeController.php                     | PHP        |         10 |          0 |          4 |         14 |
| c:\Users\admin\source\repos\Silerium_laravel\app\Http\Controllers\Product\CatalogController.php          | PHP        |         75 |          0 |          3 |         78 |
| c:\Users\admin\source\repos\Silerium_laravel\app\Http\Controllers\Product\CategoriesController.php       | PHP        |         18 |          0 |          4 |         22 |
| c:\Users\admin\source\repos\Silerium_laravel\app\Http\Controllers\Seller\SellerAuthController.php        | PHP        |         18 |          0 |          5 |         23 |
| c:\Users\admin\source\repos\Silerium_laravel\app\Http\Controllers\Seller\SellerController.php            | PHP        |         11 |          0 |          4 |         15 |
| c:\Users\admin\source\repos\Silerium_laravel\app\Http\Controllers\User\UserAuthController.php            | PHP        |        129 |          6 |         10 |        145 |
| c:\Users\admin\source\repos\Silerium_laravel\app\Http\Controllers\User\UserController.php                | PHP        |         30 |          0 |          4 |         34 |
| c:\Users\admin\source\repos\Silerium_laravel\app\Http\Controllers\User\UserOrderController.php           | PHP        |         51 |          0 |          4 |         55 |
| c:\Users\admin\source\repos\Silerium_laravel\app\Http\Controllers\User\UserReviewController.php          | PHP        |         79 |          0 |          4 |         83 |
| c:\Users\admin\source\repos\Silerium_laravel\app\Http\Kernel.php                                         | PHP        |         41 |         21 |          7 |         69 |
| c:\Users\admin\source\repos\Silerium_laravel\app\Http\Middleware\Authenticate.php                        | PHP        |         12 |          6 |          4 |         22 |
| c:\Users\admin\source\repos\Silerium_laravel\app\Http\Middleware\AuthorizeAdminPanelMiddleware.php       | PHP        |         24 |          7 |          4 |         35 |
| c:\Users\admin\source\repos\Silerium_laravel\app\Http\Middleware\EncryptCookies.php                      | PHP        |          8 |          6 |          4 |         18 |
| c:\Users\admin\source\repos\Silerium_laravel\app\Http\Middleware\PreventRequestsDuringMaintenance.php    | PHP        |          8 |          6 |          4 |         18 |
| c:\Users\admin\source\repos\Silerium_laravel\app\Http\Middleware\RedirectIfAuthenticated.php             | PHP        |         19 |          8 |          6 |         33 |
| c:\Users\admin\source\repos\Silerium_laravel\app\Http\Middleware\TrimStrings.php                         | PHP        |         11 |          5 |          4 |         20 |
| c:\Users\admin\source\repos\Silerium_laravel\app\Http\Middleware\TrustHosts.php                          | PHP        |         12 |          5 |          4 |         21 |
| c:\Users\admin\source\repos\Silerium_laravel\app\Http\Middleware\TrustProxies.php                        | PHP        |         14 |         10 |          5 |         29 |
| c:\Users\admin\source\repos\Silerium_laravel\app\Http\Middleware\ValidateSignature.php                   | PHP        |          8 |         11 |          4 |         23 |
| c:\Users\admin\source\repos\Silerium_laravel\app\Http\Middleware\VerifyCsrfToken.php                     | PHP        |          8 |          6 |          4 |         18 |
| c:\Users\admin\source\repos\Silerium_laravel\app\Http\Requests\UserEditProfileRequest.php                | PHP        |         24 |         10 |          5 |         39 |
| c:\Users\admin\source\repos\Silerium_laravel\app\Http\Requests\UserLoginRequest.php                      | PHP        |         17 |         10 |          5 |         32 |
| c:\Users\admin\source\repos\Silerium_laravel\app\Http\Requests\UserRegisterRequest.php                   | PHP        |         25 |         10 |          5 |         40 |
| c:\Users\admin\source\repos\Silerium_laravel\app\Http\Resources\V1\ImagesCollection.php                  | PHP        |         10 |          6 |          4 |         20 |
| c:\Users\admin\source\repos\Silerium_laravel\app\Http\Resources\V1\ProductsCollection.php                | PHP        |         10 |          6 |          4 |         20 |
| c:\Users\admin\source\repos\Silerium_laravel\app\Http\Resources\V1\ProductsResource.php                  | PHP        |         22 |          6 |          4 |         32 |
| c:\Users\admin\source\repos\Silerium_laravel\app\Http\Resources\V1\ReviewsCollection.php                 | PHP        |         10 |          6 |          4 |         20 |
| c:\Users\admin\source\repos\Silerium_laravel\app\Http\Resources\V1\SpecificationsCollection.php          | PHP        |         10 |          6 |          4 |         20 |
| c:\Users\admin\source\repos\Silerium_laravel\app\Models\Category.php                                     | PHP        |         13 |          0 |          4 |         17 |
| c:\Users\admin\source\repos\Silerium_laravel\app\Models\Order.php                                        | PHP        |         31 |          0 |          4 |         35 |
| c:\Users\admin\source\repos\Silerium_laravel\app\Models\Product.php                                      | PHP        |         51 |          0 |          4 |         55 |
| c:\Users\admin\source\repos\Silerium_laravel\app\Models\ProductImage.php                                 | PHP        |         12 |          0 |          4 |         16 |
| c:\Users\admin\source\repos\Silerium_laravel\app\Models\ProductSpecifications.php                        | PHP        |         18 |          0 |          4 |         22 |
| c:\Users\admin\source\repos\Silerium_laravel\app\Models\Review.php                                       | PHP        |         37 |          0 |          7 |         44 |
| c:\Users\admin\source\repos\Silerium_laravel\app\Models\ReviewsImages.php                                | PHP        |         12 |          0 |          4 |         16 |
| c:\Users\admin\source\repos\Silerium_laravel\app\Models\Role.php                                         | PHP        |         17 |          0 |          4 |         21 |
| c:\Users\admin\source\repos\Silerium_laravel\app\Models\Seller.php                                       | PHP        |         34 |          0 |          6 |         40 |
| c:\Users\admin\source\repos\Silerium_laravel\app\Models\Subcategory.php                                  | PHP        |         19 |          0 |          4 |         23 |
| c:\Users\admin\source\repos\Silerium_laravel\app\Models\User.php                                         | PHP        |         53 |         16 |          9 |         78 |
| c:\Users\admin\source\repos\Silerium_laravel\app\Providers\AppServiceProvider.php                        | PHP        |         14 |         11 |          5 |         30 |
| c:\Users\admin\source\repos\Silerium_laravel\app\Providers\AuthServiceProvider.php                       | PHP        |         32 |         11 |          7 |         50 |
| c:\Users\admin\source\repos\Silerium_laravel\app\Providers\BroadcastServiceProvider.php                  | PHP        |         12 |          5 |          5 |         22 |
| c:\Users\admin\source\repos\Silerium_laravel\app\Providers\CheckUserRoleProvider.php                     | PHP        |         16 |         11 |          5 |         32 |
| c:\Users\admin\source\repos\Silerium_laravel\app\Providers\ConvertCurrencyServiceProvider.php            | PHP        |         16 |         10 |          5 |         31 |
| c:\Users\admin\source\repos\Silerium_laravel\app\Providers\EmailValidationProvider.php                   | PHP        |         16 |         10 |          5 |         31 |
| c:\Users\admin\source\repos\Silerium_laravel\app\Providers\EventServiceProvider.php                      | PHP        |         21 |         16 |          6 |         43 |
| c:\Users\admin\source\repos\Silerium_laravel\app\Providers\FilterItemsProvider.php                       | PHP        |         16 |         11 |          5 |         32 |
| c:\Users\admin\source\repos\Silerium_laravel\app\Providers\ManualPaginatorProvider.php                   | PHP        |         16 |         11 |          5 |         32 |
| c:\Users\admin\source\repos\Silerium_laravel\app\Providers\OrderProvider.php                             | PHP        |         15 |         11 |          5 |         31 |
| c:\Users\admin\source\repos\Silerium_laravel\app\Providers\PhoneValidationProvider.php                   | PHP        |         17 |         10 |          6 |         33 |
| c:\Users\admin\source\repos\Silerium_laravel\app\Providers\ProductProvider.php                           | PHP        |         15 |         11 |          5 |         31 |
| c:\Users\admin\source\repos\Silerium_laravel\app\Providers\ReviewProvider.php                            | PHP        |         15 |         11 |          5 |         31 |
| c:\Users\admin\source\repos\Silerium_laravel\app\Providers\RouteServiceProvider.php                      | PHP        |         58 |         17 |          6 |         81 |
| c:\Users\admin\source\repos\Silerium_laravel\app\Providers\UserProvider.php                              | PHP        |         15 |         11 |          5 |         31 |
| c:\Users\admin\source\repos\Silerium_laravel\app\Providers\ValidatePasswordHashProvider.php              | PHP        |         16 |         11 |          5 |         32 |
| c:\Users\admin\source\repos\Silerium_laravel\app\Services\ChangeCartAmount.php                           | PHP        |         18 |          0 |          1 |         19 |
| c:\Users\admin\source\repos\Silerium_laravel\app\Services\CheckUserRoleService.php                       | PHP        |         20 |          0 |          3 |         23 |
| c:\Users\admin\source\repos\Silerium_laravel\app\Services\ConvertCurrencyService.php                     | PHP        |         10 |          4 |          0 |         14 |
| c:\Users\admin\source\repos\Silerium_laravel\app\Services\DeleteClosedOrdersService.php                  | PHP        |         17 |          0 |          3 |         20 |
| c:\Users\admin\source\repos\Silerium_laravel\app\Services\EmailValidationService.php                     | PHP        |         39 |          0 |          6 |         45 |
| c:\Users\admin\source\repos\Silerium_laravel\app\Services\FilterItemsService.php                         | PHP        |         31 |          0 |          2 |         33 |
| c:\Users\admin\source\repos\Silerium_laravel\app\Services\ManualPaginatorService.php                     | PHP        |         12 |          0 |          3 |         15 |
| c:\Users\admin\source\repos\Silerium_laravel\app\Services\OrderService.php                               | PHP        |         25 |          0 |          2 |         27 |
| c:\Users\admin\source\repos\Silerium_laravel\app\Services\PhoneValidationService.php                     | PHP        |         44 |          0 |          4 |         48 |
| c:\Users\admin\source\repos\Silerium_laravel\app\Services\ProductService.php                             | PHP        |         66 |          0 |          2 |         68 |
| c:\Users\admin\source\repos\Silerium_laravel\app\Services\ReviewService.php                              | PHP        |         44 |          0 |          2 |         46 |
| c:\Users\admin\source\repos\Silerium_laravel\app\Services\UserService.php                                | PHP        |         31 |          0 |          2 |         33 |
| c:\Users\admin\source\repos\Silerium_laravel\app\Services\ValidatePasswordHashService.php                | PHP        |         19 |          5 |          2 |         26 |
| c:\Users\admin\source\repos\Silerium_laravel\app\View\Components\APILayout.php                           | PHP        |         13 |         11 |          5 |         29 |
| c:\Users\admin\source\repos\Silerium_laravel\app\View\Components\AdminLayout.php                         | PHP        |         13 |         11 |          5 |         29 |
| c:\Users\admin\source\repos\Silerium_laravel\app\View\Components\Error.php                               | PHP        |         15 |         10 |          5 |         30 |
| c:\Users\admin\source\repos\Silerium_laravel\app\View\Components\ErrorAjax.php                           | PHP        |         13 |         10 |          6 |         29 |
| c:\Users\admin\source\repos\Silerium_laravel\app\View\Components\FilterForm.php                          | PHP        |         21 |         10 |          4 |         35 |
| c:\Users\admin\source\repos\Silerium_laravel\app\View\Components\Layout.php                              | PHP        |         13 |          0 |          5 |         18 |
| c:\Users\admin\source\repos\Silerium_laravel\app\View\Components\Pagination.php                          | PHP        |         15 |         10 |          5 |         30 |
| c:\Users\admin\source\repos\Silerium_laravel\app\View\Components\SearchForm.php                          | PHP        |         25 |         10 |          5 |         40 |
| c:\Users\admin\source\repos\Silerium_laravel\app\View\Components\SellerLayout.php                        | PHP        |         13 |         11 |          5 |         29 |
| c:\Users\admin\source\repos\Silerium_laravel\bootstrap\app.php                                           | PHP        |         17 |         30 |          9 |         56 |
| c:\Users\admin\source\repos\Silerium_laravel\composer.json                                               | JSON       |         72 |          0 |          1 |         73 |
| c:\Users\admin\source\repos\Silerium_laravel\composer.lock                                               | JSON       |      9,563 |          0 |          1 |      9,564 |
| c:\Users\admin\source\repos\Silerium_laravel\config\app.php                                              | PHP        |         72 |        134 |         32 |        238 |
| c:\Users\admin\source\repos\Silerium_laravel\config\auth.php                                             | PHP        |         28 |         70 |         14 |        112 |
| c:\Users\admin\source\repos\Silerium_laravel\config\broadcasting.php                                     | PHP        |         35 |         23 |         13 |         71 |
| c:\Users\admin\source\repos\Silerium_laravel\config\cache.php                                            | PHP        |         58 |         34 |         19 |        111 |
| c:\Users\admin\source\repos\Silerium_laravel\config\cors.php                                             | PHP        |          3 |         29 |          3 |         35 |
| c:\Users\admin\source\repos\Silerium_laravel\config\database.php                                         | PHP        |         83 |         47 |         21 |        151 |
| c:\Users\admin\source\repos\Silerium_laravel\config\filesystems.php                                      | PHP        |         41 |         32 |         14 |         87 |
| c:\Users\admin\source\repos\Silerium_laravel\config\hashing.php                                          | PHP        |         12 |         32 |          9 |         53 |
| c:\Users\admin\source\repos\Silerium_laravel\config\logging.php                                          | PHP        |         70 |         34 |         19 |        123 |
| c:\Users\admin\source\repos\Silerium_laravel\config\mail.php                                             | PHP        |         53 |         47 |         19 |        119 |
| c:\Users\admin\source\repos\Silerium_laravel\config\queue.php                                            | PHP        |         47 |         32 |         15 |         94 |
| c:\Users\admin\source\repos\Silerium_laravel\config\sanctum.php                                          | PHP        |         15 |         41 |         12 |         68 |
| c:\Users\admin\source\repos\Silerium_laravel\config\services.php                                         | PHP        |         17 |         11 |          7 |         35 |
| c:\Users\admin\source\repos\Silerium_laravel\config\session.php                                          | PHP        |         22 |        147 |         33 |        202 |
| c:\Users\admin\source\repos\Silerium_laravel\config\view.php                                             | PHP        |         10 |         20 |          7 |         37 |
| c:\Users\admin\source\repos\Silerium_laravel\database\factories\ProductFactory.php                       | PHP        |         20 |          8 |          4 |         32 |
| c:\Users\admin\source\repos\Silerium_laravel\database\factories\ProductSpecificationsFactory.php         | PHP        |         15 |          8 |          4 |         27 |
| c:\Users\admin\source\repos\Silerium_laravel\database\factories\UserFactory.php                          | PHP        |         23 |         13 |          5 |         41 |
| c:\Users\admin\source\repos\Silerium_laravel\database\migrations\2024_07_23_171125_create_sellers.php    | PHP        |         84 |         10 |          6 |        100 |
| c:\Users\admin\source\repos\Silerium_laravel\database\migrations\2024_07_28_104445_change_seller.php     | PHP        |         27 |         10 |          4 |         41 |
| c:\Users\admin\source\repos\Silerium_laravel\database\migrations\2024_07_28_121910_orders_live_time.php  | PHP        |         22 |         10 |          4 |         36 |
| c:\Users\admin\source\repos\Silerium_laravel\database\schema\mysql-schema.sql                            | SQL        |        277 |          0 |          3 |        280 |
| c:\Users\admin\source\repos\Silerium_laravel\database\seeders\CategorySeeder.php                         | PHP        |         34 |          5 |          4 |         43 |
| c:\Users\admin\source\repos\Silerium_laravel\database\seeders\DatabaseSeeder.php                         | PHP        |         15 |          6 |          4 |         25 |
| c:\Users\admin\source\repos\Silerium_laravel\database\seeders\ProductSeeder.php                          | PHP        |         22 |          5 |          4 |         31 |
| c:\Users\admin\source\repos\Silerium_laravel\database\seeders\ProductSpecificationsSeeder.php            | PHP        |         17 |          5 |          4 |         26 |
| c:\Users\admin\source\repos\Silerium_laravel\database\seeders\SubcategorySeeder.php                      | PHP        |         18 |          5 |          4 |         27 |
| c:\Users\admin\source\repos\Silerium_laravel\lang\en\auth.php                                            | PHP        |          6 |         10 |          5 |         21 |
| c:\Users\admin\source\repos\Silerium_laravel\lang\en\pagination.php                                      | PHP        |          5 |         10 |          5 |         20 |
| c:\Users\admin\source\repos\Silerium_laravel\lang\en\passwords.php                                       | PHP        |          8 |         10 |          5 |         23 |
| c:\Users\admin\source\repos\Silerium_laravel\lang\en\validation.php                                      | PHP        |        146 |         30 |          9 |        185 |
| c:\Users\admin\source\repos\Silerium_laravel\lang\ru\http-statuses.php                                   | PHP        |         82 |          0 |          3 |         85 |
| c:\Users\admin\source\repos\Silerium_laravel\lang\ru\ru.json                                             | JSON       |        179 |          0 |          1 |        180 |
| c:\Users\admin\source\repos\Silerium_laravel\lang\ru\validation.php                                      | PHP        |        259 |          0 |          5 |        264 |
| c:\Users\admin\source\repos\Silerium_laravel\package-lock.json                                           | JSON       |      3,267 |          0 |          1 |      3,268 |
| c:\Users\admin\source\repos\Silerium_laravel\package.json                                                | JSON       |         25 |          0 |          1 |         26 |
| c:\Users\admin\source\repos\Silerium_laravel\php_info.php                                                | PHP        |          2 |          0 |          0 |          2 |
| c:\Users\admin\source\repos\Silerium_laravel\phpunit.xml                                                 | XML        |         31 |          0 |          1 |         32 |
| c:\Users\admin\source\repos\Silerium_laravel\postcss.config.js                                           | JavaScript |         10 |          0 |          1 |         11 |
| c:\Users\admin\source\repos\Silerium_laravel\public\css\site.css                                         | CSS        |         72 |          0 |         17 |         89 |
| c:\Users\admin\source\repos\Silerium_laravel\public\index.php                                            | PHP        |         14 |         30 |         12 |         56 |
| c:\Users\admin\source\repos\Silerium_laravel\resources\css\app.css                                       | CSS        |          2 |          0 |          0 |          2 |
| c:\Users\admin\source\repos\Silerium_laravel\resources\js\app.js                                         | JavaScript |          8 |          0 |          0 |          8 |
| c:\Users\admin\source\repos\Silerium_laravel\resources\js\bootstrap.js                                   | JavaScript |          5 |         23 |          8 |         36 |
| c:\Users\admin\source\repos\Silerium_laravel\resources\views\admin\index.blade.php                       | PHP        |         43 |          0 |          4 |         47 |
| c:\Users\admin\source\repos\Silerium_laravel\resources\views\admin\products\create.blade.php             | PHP        |         85 |          0 |          2 |         87 |
| c:\Users\admin\source\repos\Silerium_laravel\resources\views\admin\products\delete.blade.php             | PHP        |         84 |          0 |          2 |         86 |
| c:\Users\admin\source\repos\Silerium_laravel\resources\views\admin\products\index.blade.php              | PHP        |         56 |          0 |          1 |         57 |
| c:\Users\admin\source\repos\Silerium_laravel\resources\views\admin\products\reviews.blade.php            | PHP        |         38 |          0 |          4 |         42 |
